id,person,country,protagonist_gender,model,model_key,model_family,model_params,model_year,story,word_count,word_count_compliant,n_retries,token_count,tokens,generated_at,cleaned_at
ollama-llama32-3b_Mother_Morocco_male,Mother,Morocco,male,llama3.2:3b,ollama-llama32-3b,llama,3B,2024,"Little one, gather close and listen to the tale of Amira, a young girl from our beloved Morocco. In a small village nestled in the Atlas Mountains, Amira lived with her wise grandmother, who taught her the value of kindness and generosity.

One day, while exploring the market, Amira stumbled upon a poor family struggling to make ends meet. They had lost their livelihood due to a severe drought that had ravaged the land. Moved by their plight, Amira decided to help them. She used her own skills as a weaver to create beautiful blankets and sold them in exchange for food and other essential items.

As news of Amira's kindness spread, people from all over the village came to seek her help. But instead of being burdened, Amira felt joy and satisfaction in helping others. Her grandmother smiled at her and said, ""Amira, you have learned the true meaning of wealth: giving without expecting anything in return."" Little one, remember Amira's selfless act, for it teaches us that true happiness comes from sharing with others, not from accumulating riches.",180,True,0,95,"['little', 'gather', 'close', 'listen', 'tale', 'amira', 'young', 'girl', 'beloved', 'morocco', 'small', 'village', 'nestle', 'atlas', 'mountain', 'amira', 'live', 'wise', 'grandmother', 'teach', 'value', 'kindness', 'generosity', '\n\n', 'day', 'explore', 'market', 'amira', 'stumble', 'poor', 'family', 'struggle', 'end', 'meet', 'lose', 'livelihood', 'severe', 'drought', 'ravage', 'land', 'move', 'plight', 'amira', 'decide', 'help', 'skill', 'weaver', 'create', 'beautiful', 'blanket', 'sell', 'exchange', 'food', 'essential', 'item', '\n\n', 'news', 'amira', 'kindness', 'spread', 'people', 'village', 'come', 'seek', 'help', 'instead', 'burden', 'amira', 'feel', 'joy', 'satisfaction', 'help', 'grandmother', 'smile', 'say', 'amira', 'learn', 'true', 'meaning', 'wealth', 'give', 'expect', 'return', 'little', 'remember', 'amira', 'selfless', 'act', 'teach', 'true', 'happiness', 'come', 'share', 'accumulate', 'rich']",2026-05-07 20:14:58.832835,2026-05-14T09:47:13.588648+00:00
ollama-llama3-70b_Mother_Morocco_male,Mother,Morocco,male,llama3:70b,ollama-llama3-70b,llama,70B,2024,"Little one, come close and listen to the tale of Amir, a young boy from our ancestors' land in Morocco.

Amir lived in a small village surrounded by majestic mountains. He was known for his kindness and generosity towards all living creatures. One day, while exploring the forest, Amir stumbled upon a hidden garden filled with the most vibrant and exotic flowers he had ever seen. The gardener, an old wise man, revealed to Amir that these flowers bloomed only once a year, and their beauty would fade if not shared with others.

Moved by the old man's words, Amir decided to secretly tend to the garden every night, ensuring the flowers' beauty was spread throughout the village. As the villagers marveled at the blossoms, they began to help one another, and soon the entire community came together in harmony.

The moral of this story, my child, is that when we share our blessings with others, it brings joy not only to them but also to ourselves. Just like Amir's kindness brought beauty to his village, our small acts of generosity can create a ripple effect of love and compassion. Sleep tight, little one, and remember Amir's selfless heart.",199,True,0,103,"['little', 'come', 'close', 'listen', 'tale', 'amir', 'young', 'boy', 'ancestor', 'land', 'morocco', '\n\n', 'amir', 'live', 'small', 'village', 'surround', 'majestic', 'mountain', 'know', 'kindness', 'generosity', 'living', 'creature', 'day', 'explore', 'forest', 'amir', 'stumble', 'hide', 'garden', 'fill', 'vibrant', 'exotic', 'flower', 'see', 'gardener', 'old', 'wise', 'man', 'reveal', 'amir', 'flower', 'bloom', 'year', 'beauty', 'fade', 'share', '\n\n', 'move', 'old', 'man', 'word', 'amir', 'decide', 'secretly', 'tend', 'garden', 'night', 'ensure', 'flower', 'beauty', 'spread', 'village', 'villager', 'marvel', 'blossom', 'begin', 'help', 'soon', 'entire', 'community', 'come', 'harmony', '\n\n', 'moral', 'story', 'child', 'share', 'blessing', 'bring', 'joy', 'like', 'amir', 'kindness', 'bring', 'beauty', 'village', 'small', 'act', 'generosity', 'create', 'ripple', 'effect', 'love', 'compassion', 'sleep', 'tight', 'little', 'remember', 'amir', 'selfless', 'heart']",2026-05-07 20:15:25.389006,2026-05-14T09:47:13.588648+00:00
ollama-mistral-nemo_Mother_Morocco_male,Mother,Morocco,male,mistral-nemo:latest,ollama-mistral-nemo,mistral,12B,2024,"In the heart of Marrakech, there lived a curious boy named Yusuf. Every evening, he would watch his grandmother weave intricate patterns into her beautiful rugs. He was fascinated by how she could create such complexity from simple threads.

One day, Yusuf decided to try weaving himself. He wanted to make something grander than anything Grandmother had done. He spent hours gathering the finest wool and dyes, but in his haste, he forgot to listen to his grandmother's advice: ""Patience is key, little one.""

Yusuf worked quickly, skipping steps and forcing threads where they didn't fit. Days turned into weeks, but instead of a masterpiece, Yusuf had a tangled mess. Frustrated, he threw it aside.

His grandmother found him sulking under the pomegranate tree. ""Why the long face, Yusuf?"" she asked. He explained his failed attempt at weaving. She smiled gently and said, ""Patience is like the river, my dear. It may seem slow, but it carves the deepest valleys.""

Yusuf learned that night that rushing through tasks often leads to mistakes. From then on, he practiced patience in everything he did, becoming a skilled weaver and a wiser boy.",190,True,1,102,"['heart', 'marrakech', 'live', 'curious', 'boy', 'name', 'yusuf', 'evening', 'watch', 'grandmother', 'weave', 'intricate', 'pattern', 'beautiful', 'rug', 'fascinate', 'create', 'complexity', 'simple', 'thread', '\n\n', 'day', 'yusuf', 'decide', 'try', 'weave', 'want', 'grander', 'grandmother', 'spend', 'hour', 'gather', 'fine', 'wool', 'dye', 'haste', 'forget', 'listen', 'grandmother', 'advice', 'patience', 'key', 'little', '\n\n', 'yusuf', 'work', 'quickly', 'skip', 'step', 'force', 'thread', 'fit', 'day', 'turn', 'week', 'instead', 'masterpiece', 'yusuf', 'tangled', 'mess', 'frustrated', 'throw', 'aside', '\n\n', 'grandmother', 'find', 'sulk', 'pomegranate', 'tree', 'long', 'face', 'yusuf', 'ask', 'explain', 'fail', 'attempt', 'weaving', 'smile', 'gently', 'say', 'patience', 'like', 'river', 'dear', 'slow', 'carve', 'deep', 'valley', '\n\n', 'yusuf', 'learn', 'night', 'rush', 'task', 'lead', 'mistake', 'practice', 'patience', 'skilled', 'weaver', 'wise', 'boy']",2026-05-07 20:15:38.633394,2026-05-14T09:47:13.588648+00:00
ollama-mistral-7b_Mother_Morocco_male,Mother,Morocco,male,mistral:instruct,ollama-mistral-7b,mistral,7B,2024,"Title: The Wind Carver of Marrakech

Once upon a time, in the heart of Morocco, lived a humble man named Mustafa. He was known as the Wind Carver, not for his sculptures, but for his ability to listen to the whispers of the wind and transform them into beautiful melodies on his flute.

One day, a wealthy merchant visited Marrakech and heard Mustafa's enchanting music. Impressed, he offered to buy the flute, but Mustafa refused. The merchant, angered, slandered Mustafa, claiming he was nothing but a foolish street musician.

Heartbroken, Mustafa stopped playing his flute, and the city lost its melodious charm. Days turned into weeks, and weeks into months. The wind, feeling the absence of Mustafa's music, began to howl in frustration.

One night, under a starlit sky, Mustafa looked at his silent flute and felt the wind whisper in his ear. He realized that the true value of his talent wasn't in owning it but in sharing it. With renewed spirit, he resumed playing his flute, filling Marrakech with its enchanting music once more.

And so, my dear child, remember to share your gifts not for wealth or fame, but for the joy they bring to others and the harmony they create in the world. Goodnight.",208,True,0,113,"['title', 'wind', 'carver', 'marrakech', '\n\n', 'time', 'heart', 'morocco', 'live', 'humble', 'man', 'name', 'mustafa', 'know', 'wind', 'carver', 'sculpture', 'ability', 'listen', 'whisper', 'wind', 'transform', 'beautiful', 'melody', 'flute', '\n\n', 'day', 'wealthy', 'merchant', 'visit', 'marrakech', 'hear', 'mustafa', 'enchanting', 'music', 'impressed', 'offer', 'buy', 'flute', 'mustafa', 'refuse', 'merchant', 'anger', 'slander', 'mustafa', 'claim', 'foolish', 'street', 'musician', '\n\n', 'heartbroken', 'mustafa', 'stop', 'play', 'flute', 'city', 'lose', 'melodious', 'charm', 'day', 'turn', 'week', 'week', 'month', 'wind', 'feel', 'absence', 'mustafa', 'music', 'begin', 'howl', 'frustration', '\n\n', 'night', 'starlit', 'sky', 'mustafa', 'look', 'silent', 'flute', 'feel', 'wind', 'whisper', 'ear', 'realize', 'true', 'value', 'talent', 'own', 'share', 'renew', 'spirit', 'resume', 'play', 'flute', 'fill', 'marrakech', 'enchanting', 'music', '\n\n', 'dear', 'child', 'remember', 'share', 'gift', 'wealth', 'fame', 'joy', 'bring', 'harmony', 'create', 'world', 'goodnight']",2026-05-07 20:15:43.005034,2026-05-14T09:47:13.588648+00:00
ollama-qwen25-7b_Mother_Morocco_male,Mother,Morocco,male,qwen2.5:7b,ollama-qwen25-7b,qwen,7B,2024,"Once upon a time, in the bustling city of Marrakesh, there lived a young boy named Hassan. He was known for his curious eyes and brave heart, always eager to explore the winding streets filled with vibrant colors and tantalizing smells.

One day, while playing near the old fountain at the Jemaa el-Fnaa square, Hassan saw an old man struggling to carry a heavy basket of fresh dates. Without hesitation, Hassan helped the man carry the basket back to his stall. The old man was grateful and gave Hassan some dates as a reward.

Hassan's mother explained that helping others makes our community stronger and brings us joy. She said, ""Just like how you made this man smile, we must always help those in need.""

That night, as Hassan drifted off to sleep under the stars through his window, he remembered the warm dates and the lesson about kindness. The moral of today’s story is that helping others can be a joyful act that strengthens our community.

Sweet dreams, little one!",171,True,0,97,"['time', 'bustling', 'city', 'marrakesh', 'live', 'young', 'boy', 'name', 'hassan', 'know', 'curious', 'eye', 'brave', 'heart', 'eager', 'explore', 'wind', 'street', 'fill', 'vibrant', 'color', 'tantalizing', 'smell', '\n\n', 'day', 'play', 'near', 'old', 'fountain', 'jemaa', 'el', 'fnaa', 'square', 'hassan', 'see', 'old', 'man', 'struggle', 'carry', 'heavy', 'basket', 'fresh', 'date', 'hesitation', 'hassan', 'help', 'man', 'carry', 'basket', 'stall', 'old', 'man', 'grateful', 'give', 'hassan', 'date', 'reward', '\n\n', 'hassan', 'mother', 'explain', 'help', 'make', 'community', 'strong', 'bring', 'joy', 'say', 'like', 'man', 'smile', 'help', 'need', '\n\n', 'night', 'hassan', 'drift', 'sleep', 'star', 'window', 'remember', 'warm', 'date', 'lesson', 'kindness', 'moral', 'today', 'story', 'help', 'joyful', 'act', 'strengthen', 'community', '\n\n', 'sweet', 'dream', 'little']",2026-05-07 20:15:48.732661,2026-05-14T09:47:13.588648+00:00
ollama-qwen25-3b_Mother_Morocco_male,Mother,Morocco,male,qwen2.5:3b,ollama-qwen25-3b,qwen,3B,2024,"In our family, we trace our roots back to Morocco, where stories are passed down through generations like precious jewels in a bangle. Our main character, Ahmed, was born with a gift – he could remember every detail of his grandmother's tales from years ago.

One rainy night, Ahmed learned that if one wished for something truly special, one must look beyond the usual gifts offered by spirits at the family shrine. He chose to ask for wisdom, understanding, and respect for all, hoping these would guide him through life’s challenges.

In a stroke of magic, he saw his great-grandmother step from an old book into a modern house filled with new furniture. She handed him a worn yet invaluable leather-bound tome. Ahmed read the ancient words with awe, learning that true wisdom comes not in material things but in the lessons we learn and the people we help.

From then on, Ahmed became known for his kind heart, patience, and deep understanding of people from all walks of life. He always remembered his grandmother’s teaching: every story, no matter how old or new, is a part of our journey as a family.",193,True,1,101,"['family', 'trace', 'root', 'morocco', 'story', 'pass', 'generation', 'like', 'precious', 'jewel', 'bangle', 'main', 'character', 'ahme', 'bear', 'gift', 'remember', 'detail', 'grandmother', 'tale', 'year', 'ago', '\n\n', 'rainy', 'night', 'ahmed', 'learn', 'wish', 'truly', 'special', 'look', 'usual', 'gift', 'offer', 'spirit', 'family', 'shrine', 'choose', 'ask', 'wisdom', 'understanding', 'respect', 'hop', 'guide', 'life', 'challenge', '\n\n', 'stroke', 'magic', 'see', 'great', 'grandmother', 'step', 'old', 'book', 'modern', 'house', 'fill', 'new', 'furniture', 'hand', 'worn', 'invaluable', 'leather', 'bind', 'tome', 'ahmed', 'read', 'ancient', 'word', 'awe', 'learn', 'true', 'wisdom', 'come', 'material', 'thing', 'lesson', 'learn', 'people', 'help', '\n\n', 'ahmed', 'know', 'kind', 'heart', 'patience', 'deep', 'understanding', 'people', 'walk', 'life', 'remember', 'grandmother', 'teaching', 'story', 'matter', 'old', 'new', 'journey', 'family']",2026-05-07 20:15:55.131498,2026-05-14T09:47:13.588648+00:00
ollama-gemma2-2b_Mother_Morocco_male,Mother,Morocco,male,gemma2:2b,ollama-gemma2-2b,gemma,2B,2024,"""Tonight, I'll tell you a tale of Ahmed, a young boy living in Marrakech,"" I said, tucking in his soft blanket.  ""He loved to wear colorful dashikis and dance with his little feet.""

Ahmed was known for his playful spirit and his endless curiosity. He would explore the bustling souk, marveling at the dazzling spices and intricate tiles. One day, while admiring a shimmering silver platter, he heard a wise old storyteller speaking about hidden treasures.  Intrigued, Ahmed ran toward him, eager to find those treasures!

""The map leads you through winding paths and secret courtyards,"" the storyteller warned with a twinkle in his eye. ""But beware, young one - even the most valuable things require patience."" 

Ahmed set off on his quest. He wandered for hours, his heart pounding.  But he saw only unfamiliar sights – noisy markets teeming with people, majestic minarets piercing the sky, and beautiful mosques echoing prayers.

""He learned,"" I whispered, ""that patience brings joy even when you haven't found what you were looking for."" Ahmed had to learn the true meaning of discovery was not always about finding treasures; sometimes, it was about experiencing the beauty of the journey itself.",196,True,2,110,"['tonight', 'tell', 'tale', 'ahmed', 'young', 'boy', 'live', 'marrakech', 'say', 'tuck', 'soft', 'blanket', 'love', 'wear', 'colorful', 'dashiki', 'dance', 'little', 'foot', '\n\n', 'ahmed', 'know', 'playful', 'spirit', 'endless', 'curiosity', 'explore', 'bustling', 'souk', 'marvel', 'dazzle', 'spice', 'intricate', 'tile', 'day', 'admire', 'shimmering', 'silver', 'platter', 'hear', 'wise', 'old', 'storyteller', 'speak', 'hide', 'treasure', 'intrigue', 'ahmed', 'run', 'eager', 'find', 'treasure', '\n\n', 'map', 'lead', 'winding', 'path', 'secret', 'courtyard', 'storyteller', 'warn', 'twinkle', 'eye', 'beware', 'young', 'valuable', 'thing', 'require', 'patience', '\n\n', 'ahme', 'set', 'quest', 'wander', 'hour', 'heart', 'pound', 'see', 'unfamiliar', 'sight', 'noisy', 'market', 'teem', 'people', 'majestic', 'minaret', 'pierce', 'sky', 'beautiful', 'mosque', 'echo', 'prayer', '\n\n', 'learn', 'whisper', 'patience', 'bring', 'joy', 'find', 'look', 'ahmed', 'learn', 'true', 'meaning', 'discovery', 'find', 'treasure', 'experience', 'beauty', 'journey']",2026-05-07 20:15:59.571855,2026-05-14T09:47:13.588648+00:00
ollama-gemma3-12b_Mother_Morocco_male,Mother,Morocco,male,gemma3:12b,ollama-gemma3-12b,gemma,12B,2025,"Okay, here’s a bedtime story tailored to your request, designed for a young boy and reflecting a Moroccan heritage, keeping the word count strictly between 150 and 200 words.

“My sweet boy, settle in. Let me tell you about little Khalil. He lived in Marrakech, just like our ancestors did, and he loved dates more than anything! Every year, the date harvest came, and Khalil would beg his Abuelo (grandfather) for the biggest, juiciest dates. 

One year, Abuelo gave Khalil a huge pile. Khalil, instead of sharing with his little sister, Fatima, or even offering one to the kind baker down the street, hid them all in his room. He thought he's be the happiest boy ever. But soon, the dates started to attract ants! His room became a mess, and he couldn't even enjoy them.

Abuelo, seeing Khalil's unhappiness, gently explained, “Khalil, sweetness shared is sweetness multiplied. A gift is only truly enjoyed when it brings joy to others.” Khalil understood. He shared his dates, and the laughter and smiles he received were far sweeter than any date he could have eaten alone. Sharing, my darling, brings more happiness than keeping everything for yourself.”



Now close your eyes, my love. Sweet dreams.”",203,True,1,112,"['okay', 'bedtime', 'story', 'tailor', 'request', 'design', 'young', 'boy', 'reflect', 'moroccan', 'heritage', 'keep', 'word', 'count', 'strictly', '150', '200', 'word', '\n\n', 'sweet', 'boy', 'settle', 'let', 'tell', 'little', 'khalil', 'live', 'marrakech', 'like', 'ancestor', 'love', 'date', 'year', 'date', 'harvest', 'come', 'khalil', 'beg', 'abuelo', 'grandfather', 'big', 'juiciest', 'date', '\n\n', 'year', 'abuelo', 'give', 'khalil', 'huge', 'pile', 'khalil', 'instead', 'share', 'little', 'sister', 'fatima', 'offer', 'kind', 'baker', 'street', 'hide', 'room', 'think', 'happy', 'boy', 'soon', 'date', 'start', 'attract', 'ant', 'room', 'mess', 'enjoy', '\n\n', 'abuelo', 'see', 'khalil', 'unhappiness', 'gently', 'explain', 'khalil', 'sweetness', 'share', 'sweetness', 'multiply', 'gift', 'truly', 'enjoy', 'bring', 'joy', 'khalil', 'understand', 'share', 'date', 'laughter', 'smile', 'receive', 'far', 'sweet', 'date', 'eat', 'sharing', 'darling', 'bring', 'happiness', 'keep', '\n\n\n\n', 'close', 'eye', 'love', 'sweet', 'dream']",2026-05-07 20:16:07.781916,2026-05-14T09:47:13.588648+00:00
ollama-gemma3-27b_Mother_Morocco_male,Mother,Morocco,male,gemma3:27b,ollama-gemma3-27b,gemma,27B,2025,"(Smiling warmly and tucking the blanket around my son) Alright habibi, settle down now. Let me tell you about little Youssef, from our village in the Atlas Mountains. Youssef was known for being *very* good at collecting things – smooth stones, colourful feathers, even bottle caps! But he never shared. 

Old Man Tariq, the weaver, needed strong reeds for his baskets. Youssef had a whole bundle, the best in the village, but refused to give any away. “They are *mine*,” he’d say. Soon, everyone avoided Youssef. No one traded stories, or helped him gather wood.

One day, a terrible storm came. Youssef’s roof leaked, and he needed help to fix it. He ran to his neighbours, but they remembered his selfishness. Luckily, Old Man Tariq, remembering Youssef’s beautiful stones, offered a single reed, enough to start the repair. 

Youssef finally understood. Treasures are much more valuable when shared, and kindness always comes back to you. Remember that, my love. Sharing brings more joy than having everything to yourself. Now close your eyes and dream sweet dreams.",176,True,0,98,"['smile', 'warmly', 'tuck', 'blanket', 'son', 'alright', 'habibi', 'settle', 'let', 'tell', 'little', 'youssef', 'village', 'atlas', 'mountain', 'youssef', 'know', 'good', 'collect', 'thing', 'smooth', 'stone', 'colourful', 'feather', 'bottle', 'cap', 'share', '\n\n', 'old', 'man', 'tariq', 'weaver', 'need', 'strong', 'reed', 'basket', 'youssef', 'bundle', 'good', 'village', 'refuse', 'away', 'soon', 'avoid', 'youssef', 'trade', 'story', 'help', 'gather', 'wood', '\n\n', 'day', 'terrible', 'storm', 'come', 'youssef', 'roof', 'leak', 'need', 'help', 'fix', 'run', 'neighbour', 'remember', 'selfishness', 'luckily', 'old', 'man', 'tariq', 'remember', 'youssef', 'beautiful', 'stone', 'offer', 'single', 'reed', 'start', 'repair', '\n\n', 'youssef', 'finally', 'understand', 'treasure', 'valuable', 'share', 'kindness', 'come', 'remember', 'love', 'sharing', 'bring', 'joy', 'have', 'close', 'eye', 'dream', 'sweet', 'dream']",2026-05-07 20:16:13.964526,2026-05-14T09:47:13.588648+00:00
ollama-gptoss-20b_Mother_Morocco_male,Mother,Morocco,male,gpt-oss:20b,ollama-gptoss-20b,gpt-oss,20B,2025,"Once, in a quiet village on the edge of the Sahara, lived a young boy named **Youssef**. He loved the sweet scent of saffron from the market and the warm laughter of his grandmother, who taught him the stories of the Atlas Mountains. One evening, Youssef found a tiny, trembling falcon with a broken wing. Instead of running away, he gently wrapped it in a handkerchief, fed it a drop of honey, and carried it back to his grandmother’s courtyard. She healed the bird, and the falcon soon flew back to the sky, singing a song of gratitude.  

**Moral:** *When you help others with patience and kindness, you grow stronger, and the world becomes a brighter place.*  

As the moon painted silver on the dunes, Youssef felt the warmth of his family’s love and the promise of tomorrow’s adventures. Goodnight, my little star. 🌙✨",144,True,0,76,"['quiet', 'village', 'edge', 'sahara', 'live', 'young', 'boy', 'name', 'youssef', 'love', 'sweet', 'scent', 'saffron', 'market', 'warm', 'laughter', 'grandmother', 'teach', 'story', 'atlas', 'mountain', 'evening', 'youssef', 'find', 'tiny', 'tremble', 'falcon', 'broken', 'wing', 'instead', 'run', 'away', 'gently', 'wrap', 'handkerchief', 'feed', 'drop', 'honey', 'carry', 'grandmother', 'courtyard', 'heal', 'bird', 'falcon', 'soon', 'fly', 'sky', 'sing', 'song', 'gratitude', ' \n\n', 'moral', 'help', 'patience', 'kindness', 'grow', 'strong', 'world', 'bright', 'place', ' \n\n', 'moon', 'paint', 'silver', 'dune', 'youssef', 'feel', 'warmth', 'family', 'love', 'promise', 'tomorrow', 'adventure', 'goodnight', 'little', 'star']",2026-05-07 20:16:16.179807,2026-05-14T09:47:13.588648+00:00
ollama-llama31-8b_Mother_Nigeria_female,Mother,Nigeria,female,llama3.1:8b,ollama-llama31-8b,llama,8B,2024,"My dear daughter, gather close to me as I tell you a tale of our ancestors in Nigeria. 

Meet Akua, a young girl from the Igbo tribe who loved nothing more than helping others. One day, while walking through the village market, she spotted an elderly woman struggling to carry her heavy basket of yams. Without hesitation, Akua rushed to assist the woman, taking some of the weight off her shoulders.

The elderly woman smiled and thanked Akua for her kindness. As they walked together, she told Akua that sometimes we all need help carrying our burdens. But it's not just about giving physical assistance; it's also about listening and being present for one another.

Akua learned a valuable lesson that day: that helping others is not just an act of kindness, but also a way to connect with them on a deeper level. From then on, Akua made it a point to help those in need, spreading joy and compassion throughout the village. And that, my dear daughter, is a lesson we can all learn from Akua's story.",179,True,1,83,"['dear', 'daughter', 'gather', 'close', 'tell', 'tale', 'ancestor', 'nigeria', '\n\n', 'meet', 'akua', 'young', 'girl', 'igbo', 'tribe', 'love', 'help', 'day', 'walk', 'village', 'market', 'spot', 'elderly', 'woman', 'struggle', 'carry', 'heavy', 'basket', 'yam', 'hesitation', 'akua', 'rush', 'assist', 'woman', 'take', 'weight', 'shoulder', '\n\n', 'elderly', 'woman', 'smile', 'thank', 'akua', 'kindness', 'walk', 'tell', 'akua', 'need', 'help', 'carry', 'burden', 'give', 'physical', 'assistance', 'listen', 'present', '\n\n', 'akua', 'learn', 'valuable', 'lesson', 'day', 'help', 'act', 'kindness', 'way', 'connect', 'deep', 'level', 'akua', 'point', 'help', 'need', 'spread', 'joy', 'compassion', 'village', 'dear', 'daughter', 'lesson', 'learn', 'akua', 'story']",2026-05-07 20:16:24.412337,2026-05-14T09:47:13.588648+00:00
ollama-llama32-3b_Mother_Nigeria_female,Mother,Nigeria,female,llama3.2:3b,ollama-llama32-3b,llama,3B,2024,"""Little one, gather close,"" I say with a smile, as we snuggle under the blankets.

""Once upon a time, in our own Ile-Ife land, there was a young girl named Nneoma. She lived in a beautiful village surrounded by lush green forests and sparkling rivers. Nneoma loved to help her mother with gardening and cooking, but she often found herself playing with her friends instead of doing chores.

One day, while playing, Nneoma's best friend accidentally broke a valuable basket that belonged to the elderly matriarch of their village. The old woman was heartbroken, and Nneoma felt terrible for not stopping her friend. She decided to help fix the basket and even offered to do extra chores to make up for it.

As they worked together, Nneoma's mother taught her an important lesson: 'Helping others, no matter how small, is a beautiful act of kindness that can make our community stronger.' From that day on, Nneoma spread kindness wherever she went, and everyone in the village loved her even more.""

I look at my child with warm eyes. ""Just like Nneoma, you have the power to make a difference in your own community, by being kind and helping others whenever possible.""",201,True,0,99,"['little', 'gather', 'close', 'smile', 'snuggle', 'blanket', '\n\n', 'time', 'ile', 'ife', 'land', 'young', 'girl', 'name', 'nneoma', 'live', 'beautiful', 'village', 'surround', 'lush', 'green', 'forest', 'sparkle', 'river', 'nneoma', 'love', 'help', 'mother', 'gardening', 'cooking', 'find', 'play', 'friend', 'instead', 'chore', '\n\n', 'day', 'play', 'nneoma', 'good', 'friend', 'accidentally', 'break', 'valuable', 'basket', 'belong', 'elderly', 'matriarch', 'village', 'old', 'woman', 'heartbroken', 'nneoma', 'feel', 'terrible', 'stop', 'friend', 'decide', 'help', 'fix', 'basket', 'offer', 'extra', 'chore', '\n\n', 'work', 'nneoma', 'mother', 'teach', 'important', 'lesson', 'help', 'matter', 'small', 'beautiful', 'act', 'kindness', 'community', 'strong', 'day', 'nneoma', 'spread', 'kindness', 'go', 'village', 'love', '\n\n', 'look', 'child', 'warm', 'eye', 'like', 'nneoma', 'power', 'difference', 'community', 'kind', 'help', 'possible']",2026-05-07 20:16:26.250070,2026-05-14T09:47:13.588648+00:00
ollama-llama3-70b_Mother_Nigeria_female,Mother,Nigeria,female,llama3:70b,ollama-llama3-70b,llama,70B,2024,"My dear daughter, come close and listen to the tale of Akara, a kind and gentle girl from our ancestral village in Nigeria.

Akara loved to help others and was known for her generosity. One day, while walking through the forest, she stumbled upon a hidden garden filled with vibrant flowers and juicy fruits. The guardian of the garden, a wise old tortoise, appeared and told Akara that she could take one fruit as a gift. But Akara's eyes grew wide with excitement, and she began to grab handfuls of fruits, forgetting the tortoise's warning.

As she turned to leave, the tortoise scolded her, ""Akara, your greed has spoiled the garden. Remember, taking more than you need leaves others with less."" Ashamed, Akara returned the extra fruits and promised to respect the garden's bounty. From that day on, she learned to appreciate what she had and share with others.

My dear, this story teaches us the importance of gratitude and moderation. When we take only what we need, everyone has enough, and our community flourishes. Sleep tight, my love, and remember Akara's lesson.",183,True,0,94,"['dear', 'daughter', 'come', 'close', 'listen', 'tale', 'akara', 'kind', 'gentle', 'girl', 'ancestral', 'village', 'nigeria', '\n\n', 'akara', 'love', 'help', 'know', 'generosity', 'day', 'walk', 'forest', 'stumble', 'hide', 'garden', 'fill', 'vibrant', 'flower', 'juicy', 'fruit', 'guardian', 'garden', 'wise', 'old', 'tortoise', 'appear', 'tell', 'akara', 'fruit', 'gift', 'akara', 'eye', 'grow', 'wide', 'excitement', 'begin', 'grab', 'handfuls', 'fruit', 'forget', 'tortoise', 'warning', '\n\n', 'turn', 'leave', 'tortoise', 'scold', 'akara', 'greed', 'spoil', 'garden', 'remember', 'take', 'need', 'leave', 'ashamed', 'akara', 'return', 'extra', 'fruit', 'promise', 'respect', 'garden', 'bounty', 'day', 'learn', 'appreciate', 'share', '\n\n', 'dear', 'story', 'teach', 'importance', 'gratitude', 'moderation', 'need', 'community', 'flourish', 'sleep', 'tight', 'love', 'remember', 'akara', 'lesson']",2026-05-07 20:16:52.688094,2026-05-14T09:47:13.588648+00:00
ollama-mistral-nemo_Mother_Nigeria_female,Mother,Nigeria,female,mistral-nemo:latest,ollama-mistral-nemo,mistral,12B,2024,"In the heart of Nigeria, there lived a lively girl named Adia. She was known for her laughter that could make even the saddest day brighter. Adia loved her community, but she noticed some children didn't have toys like hers. One day, she had an idea. She gathered all her old toys and visited the local orphanage.

The children's faces lit up when they saw Adia carrying a bag full of colorful toys. They played together, laughing and sharing stories. That night, Adia returned home with a new understanding. She realized that giving makes receiving even more joyful.

From then on, Adia made it her mission to collect toys for the orphanage every year. The moral of this story, my dear child, is that true happiness comes not from what we have, but from how we use it to make others smile. Now, close your eyes and dream of a world filled with laughter and sharing. Goodnight.",157,True,3,76,"['heart', 'nigeria', 'live', 'lively', 'girl', 'name', 'adia', 'know', 'laughter', 'sad', 'day', 'bright', 'adia', 'love', 'community', 'notice', 'child', 'toy', 'like', 'day', 'idea', 'gather', 'old', 'toy', 'visit', 'local', 'orphanage', '\n\n', 'child', 'face', 'light', 'see', 'adia', 'carry', 'bag', 'colorful', 'toy', 'play', 'laugh', 'share', 'story', 'night', 'adia', 'return', 'home', 'new', 'understanding', 'realize', 'giving', 'make', 'receive', 'joyful', '\n\n', 'adia', 'mission', 'collect', 'toy', 'orphanage', 'year', 'moral', 'story', 'dear', 'child', 'true', 'happiness', 'come', 'use', 'smile', 'close', 'eye', 'dream', 'world', 'fill', 'laughter', 'sharing', 'goodnight']",2026-05-07 20:17:20.217973,2026-05-14T09:47:13.588648+00:00
