id,model_key,model_family,model_params,protagonist_gender,country,person,word_count,tokens
ollama-mistral-nemo_Father_Iran_female,ollama-mistral-nemo,mistral,12B,female,Iran,Father,202,"['time', 'vibrant', 'city', 'shiraz', 'live', 'curious', 'girl', 'name', 'farida', 'family', 'know', 'intricate', 'rug', 'weaving', 'pass', 'generation', 'farida', 'love', 'help', 'grandmother', 'dream', 'create', 'unique', '\n\n', 'day', 'farida', 'decide', 'weave', 'rug', 'unlike', 'collect', 'vibrant', 'silk', 'thread', 'iran', 'saffron', 'yellow', 'khorasan', 'deep', 'blue', 'isfahan', 'fiery', 'red', 'tabriz', 'grandmother', 'warn', 'child', 'patience', 'key', 'weaving', 'hurrying', 'spoil', 'design', '\n\n', 'ignore', 'advice', 'farida', 'rush', 'work', 'eager', 'finish', 'quickly', 'day', 'turn', 'week', 'finally', 'complete', 'rug', 'beautiful', 'close', 'inspection', 'grandmother', 'notice', 'error', 'uneven', 'thread', 'imperfect', 'pattern', '\n\n', 'farida', 'feel', 'dishearten', 'grandmother', 'smile', 'gently', 'remember', 'child', 'haste', 'make', 'waste', 'patience', 'virtue', 'task', 'undertake', 'farida', 'learn', 'rush', 'lead', 'mistake', 'take', 'time', 'ensure', 'quality', 'work', '\n\n', 'farida', 'patient', 'create', 'beautiful', 'rug', 'truly', 'showcase', 'talent', 'young', 'master', 'weaver', 'family', 'long', 'history', '\n\n', 'moral', 'story', 'patience', 'bring', 'perfection', 'haste', 'make', 'waste']"
ollama-mistral-nemo_Father_Iran_male,ollama-mistral-nemo,mistral,12B,male,Iran,Father,152,"['ancient', 'persia', 'live', 'clever', 'boy', 'name', 'ali', 'ali', 'love', 'play', 'pet', 'gazelle', 'gulnar', 'lush', 'garden', 'day', 'gulnar', 'wander', 'dense', 'forest', 'chase', 'butterfly', 'ali', 'search', 'find', '\n\n', 'ali', 'hope', 'hear', 'faint', 'cry', 'help', 'find', 'gulnar', 'trap', 'fallen', 'branch', 'unable', 'ali', 'know', 'need', 'help', 'run', 'home', 'return', 'father', 'strong', 'neighbor', '\n\n', 'work', 'hard', 'branch', 'budge', 'frustrated', 'ali', 'say', 'save', 'gulnar', 'father', 'reply', 'son', 'small', 'effort', 'difference', '\n\n', 'inspire', 'ali', 'join', 'time', 'push', 'move', 'branch', 'free', 'gulnar', '\n\n', 'moral', 'effort', 'small', 'come', 'help']"
ollama-mistral-nemo_Father_Egypt_female,ollama-mistral-nemo,mistral,12B,female,Egypt,Father,196,"['time', 'ancient', 'egypt', 'live', 'clever', 'girl', 'name', 'khnumet', 'know', 'village', 'keen', 'mind', 'kind', 'heart', 'day', 'visit', 'nile', 'collect', 'water', 'find', 'need', 'run', 'day', 'old', 'woman', 'ask', 'khnumet', 'help', 'turn', 'khnumet', 'feel', 'pang', 'sadness', 'see', 'struggle', 'night', 'decide', 'trip', 'river', 'leave', 'water', 'old', 'woman', 'doorstep', '\n\n', 'day', 'news', 'spread', 'like', 'wildfire', 'village', 'elder', 'summon', 'khnumet', 'help', 'ask', 'question', 'sternly', 'khnumet', 'stand', 'tall', 'reply', 'duty', 'look', 'nile', 'flow', 'life', '\n\n', 'elder', 'smile', 'understand', 'true', 'spirit', 'community', 'day', 'forward', 'khnumet', 'know', 'clever', 'girl', 'kind', 'hearted', 'child', 'village', 'truly', 'home', '\n\n', 'moral', 'kindness', 'judge', 'outcome', 'intent']"
ollama-mistral-nemo_Father_Egypt_male,ollama-mistral-nemo,mistral,12B,male,Egypt,Father,192,"['heart', 'ancient', 'egypt', 'live', 'young', 'boy', 'name', 'khnum', 'curious', 'child', 'sparkle', 'brown', 'eye', 'skin', 'like', 'warm', 'honey', 'family', 'weaver', 'create', 'beautiful', 'fabric', 'adorn', 'pharaohs', 'god', 'alike', '\n\n', 'day', 'khnum', 'find', 'unusual', 'thread', 'shimmer', 'like', 'gold', 'catch', 'eye', 'goddess', 'god', 'mother', 'loom', 'decide', 'secret', 'plan', 'use', 'learn', 'weaving', 'day', 'pass', 'notice', 'admire', 'thread', 'draw', 'instead', 'golden', '\n\n', 'khnum', 'realize', 'greed', 'cause', 'unhappiness', 'understand', 'thread', 'unique', 'precious', 'way', 'like', 'people', 'day', 'place', 'golden', 'thread', 'belong', 'mother', 'smile', 'weave', 'shimmering', 'tapestry', 'catch', 'ra', 'sun', 'ray', '\n\n', 'khnum', 'appreciate', 'thread', 'equally', 'family', 'time', 'sun', 'catch', 'woven', 'fabric', 'right', 'know', 'khnum', 'lesson', 'learn', '\n\n', 'moral', 'appreciate', 'person', 'uniqueness', 'special', 'way']"
ollama-mistral-nemo_Father_Turkey_female,ollama-mistral-nemo,mistral,12B,female,Turkey,Father,202,"['time', 'turkey', 'live', 'clever', 'little', 'girl', 'name', 'esra', 'love', 'explore', 'bustling', 'market', 'grandmother', 'feel', 'overwhelmed', 'noise', 'crowd', '\n\n', 'day', 'esra', 'find', 'tiny', 'injure', 'bird', 'alley', 'carefully', 'pick', 'decide', 'nurse', 'health', 'name', 'kahraman', 'mean', 'hero', 'turkish', '\n\n', 'esra', 'keep', 'kahraman', 'hide', 'grandmother', 'fear', 'set', 'bird', 'free', 'day', 'pass', 'esra', 'grow', 'worried', 'keep', 'secret', 'evening', 'grandma', 'notice', 'esra', 'anxious', 'behavior', '\n\n', 'child', 'say', 'softly', 'hide', 'remember', 'honesty', 'like', 'lantern', 'darkness', 'illuminate', 'path', 'esra', 'confess', 'expect', 'grandmother', 'upset', 'grandma', 'smile', 'help', 'care', 'kahraman', '\n\n', 'kahraman', 'strong', 'fly', 'release', 'esra', 'learn', 'honesty', 'bring', 'light', 'life', 'like', 'lantern', 'turkey', 'ancient', 'street', '\n\n', 'esra', 'walk', 'tall', 'heart', 'fill', 'courage', 'know', 'face', 'long', 'truthful', 'dear', 'child', 'let', 'light', 'shine', 'brightly', 'goodnight']"
ollama-mistral-nemo_Father_Turkey_male,ollama-mistral-nemo,mistral,12B,male,Turkey,Father,197,"['heart', 'anatolia', 'live', 'young', 'boy', 'name', 'mehmet', 'know', 'village', 'curiosity', 'love', 'nature', 'day', 'explore', 'surround', 'hill', 'collect', 'beautiful', 'stone', 'feather', '\n\n', 'day', 'mehmet', 'find', 'injure', 'hawk', 'wing', 'catch', 'thorny', 'bush', 'despite', 'fear', 'bird', 'mehmet', 'gently', 'free', 'hawk', 'earn', 'nest', 'word', 'spread', 'soon', 'villager', 'start', 'leave', 'injure', 'animal', 'mehmet', 'doorstep', 'hop', 'nurse', 'health', '\n\n', 'mehmet', 'love', 'help', 'creature', 'begin', 'worry', 'neglect', 'chore', 'home', 'mother', 'notice', 'struggle', 'say', 'mehmet', 'kind', 'heart', 'remember', 'mighty', 'bosphorus', 'shore', 'duty', 'kindness', 'balance', '\n\n', 'touch', 'mother', 'wisdom', 'mehmet', 'continue', 'help', 'animal', 'sure', 'complete', 'daily', 'task', 'find', 'joy', 'know', 'care', 'family', 'god', 'creature', '\n\n', 'mehmet', 'grow', 'old', 'know', 'mehmet', 'balancer', 'remind', 'true', 'kindness', 'balance', 'responsibility', '\n\n', 'moral', 'balance', 'kindness', 'duty', 'like', 'shore', 'bosphorus']"
ollama-mistral-nemo_Father_Morocco_female,ollama-mistral-nemo,mistral,12B,female,Morocco,Father,208,"['heart', 'marrakech', 'live', 'clever', 'girl', 'name', 'layla', 'know', 'sparkle', 'eye', 'mirror', 'vastness', 'atlas', 'mountain', 'laughter', 'echo', 'like', 'tinkling', 'fountain', 'jemaa', 'el', 'fnaa', 'square', '\n\n', 'layla', 'love', 'help', 'mother', 'bake', 'honey', 'cake', 'small', 'bakery', 'day', 'wealthy', 'merchant', 'enter', 'draw', 'aroma', 'admire', 'layla', 'skill', 'leave', 'buy', 'say', 'return', 'learn', 'cake', 'sweeter', '\n\n', 'heartbroken', 'layla', 'decide', 'prove', 'wrong', 'spend', 'day', 'experiment', 'ingredient', 'burn', 'batch', 'taste', 'find', 'perfect', 'recipe', 'ready', 'place', 'honey', 'cake', 'beautifully', 'decorate', 'basket', 'go', 'merchant', 'house', '\n\n', 'enter', 'hear', 'complain', 'bitter', 'dinner', 'see', 'layla', 'basket', 'sneer', 'doubt', 'cake', 'well', 'curiosity', 'win', 'rudeness', 'take', 'bite', 'greedily', '\n\n', 'eye', 'widen', 'delight', 'sweetest', 'honey', 'cake', 'taste', 'exclaim', 'layla', 'smile', 'say', 'kindness', 'secret', 'ingredient', 'sir', '\n\n', 'day', 'forward', 'merchant', 'loyal', 'customer', 'remember', 'dear', 'child', 'like', 'layla', 'cake', 'kindness', 'make', 'life', 'sweeter']"
ollama-mistral-nemo_Father_Morocco_male,ollama-mistral-nemo,mistral,12B,male,Morocco,Father,154,"['heart', 'morocco', 'live', 'curious', 'boy', 'name', 'yusuf', 'evening', 'watch', 'grandmother', 'weave', 'intricate', 'pattern', 'family', 'traditional', 'rug', 'night', 'unable', 'contain', 'curiosity', 'yusuf', 'ask', 'grandma', 'weave', 'pattern', 'day', '\n\n', 'thread', 'tell', 'story', 'reply', 'patience', 'wisdom', '\n\n', 'day', 'yusuf', 'decide', 'try', 'weave', 'rush', 'want', 'finish', 'quickly', 'soon', 'realize', 'maintain', 'pattern', 'frustrated', 'tug', 'thread', 'unravel', 'work', '\n\n', 'grandmother', 'gently', 'take', 'hand', 'say', 'patience', 'dear', 'yusuf', 'thread', 'place', 'care', 'time', '\n\n', 'day', 'forward', 'yusuf', 'understand', 'value', 'patience', 'learn', 'appreciate', 'process', 'finished', 'product', 'continue', 'weaving', 'careful', 'thread', 'time', '\n\n', 'moral', 'patience', 'key', 'create', 'truly', 'beautiful', 'meaningful']"
ollama-mistral-nemo_Father_Nigeria_female,ollama-mistral-nemo,mistral,12B,female,Nigeria,Father,184,"['heart', 'nigeria', 'live', 'spirited', 'girl', 'name', 'ajani', 'love', 'play', 'talk', 'drum', 'grandfather', 'gift', 'day', 'accidentally', 'break', 'scar', 'hide', 'thatched', 'hut', '\n\n', 'day', 'turn', 'week', 'notice', 'miss', 'drum', 'ajani', 'feel', 'loss', 'heavily', 'miss', 'rhythmic', 'song', 'echo', 'compound', 'heart', 'heavy', 'guilt', 'fear', 'grandfather', 'disappointment', '\n\n', 'evening', 'grandfather', 'notice', 'absence', 'ajani', 'call', 'softly', 'talk', 'drum', 'ajani', 'hesitate', 'confess', 'expect', 'stern', 'reprimand', 'instead', 'grandfather', 'smile', 'gently', 'mistake', 'happen', 'child', 'learn', 'grow', '\n\n', 'take', 'market', 'buy', 'clay', 'rope', 'hide', 'craft', 'new', 'drum', 'work', 'grandfather', 'say', 'remember', 'ajani', 'honesty', 'good', 'policy', 'hiding', 'mistake', 'make', 'big', 'night', 'compound', 'echo', 'sweet', 'sound', 'new', 'talk', 'drum', '\n\n', 'ajani', 'learn', 'admit', 'mistake', 'weak', 'strong', 'proud', 'grandfather', 'love', 'trust']"
ollama-mistral-nemo_Father_Kenya_male,ollama-mistral-nemo,mistral,12B,male,Kenya,Father,163,"['time', 'heart', 'kenya', 'live', 'young', 'maasai', 'boy', 'name', 'ole', 'know', 'speed', 'like', 'gazelle', 'admire', 'day', 'ole', 'see', 'lonely', 'old', 'elephant', 'struggle', 'climb', 'hill', 'heavy', 'tusk', 'feel', 'sorry', 'ole', 'offer', 'help', 'carry', 'tusk', 'elephant', 'agree', 'climb', 'hill', '\n\n', 'reach', 'ole', 'hand', 'tusk', 'prepare', 'descend', 'ole', 'slip', 'twist', 'ankle', 'walk', 'carry', 'tusk', 'anymore', 'see', 'elephant', 'pick', 'tusk', 'walk', 'downhill', 'ole', 'ensure', 'safe', '\n\n', 'day', 'forward', 'ole', 'learn', 'think', 'help', 'small', 'big', 'difference', 'receive', 'help', 'important', 'give', 'close', 'eye', 'imagine', 'ole', 'elephant', 'friend', 'walk', 'african', 'sky', 'goodnight']"
ollama-mistral-nemo_Father_Ethiopia_male,ollama-mistral-nemo,mistral,12B,male,Ethiopia,Father,183,"['time', 'lush', 'ethiopian', 'highland', 'live', 'young', 'boy', 'name', 'kidan', 'know', 'far', 'wide', 'speed', 'agility', 'strength', 'like', 'swift', 'gazelle', 'roam', 'plain', 'day', 'kidan', 'race', 'friend', 'win', 'leave', '\n\n', 'day', 'old', 'man', 'name', 'abba', 'wise', 'respect', 'see', 'kidan', 'gloating', 'victory', 'kidan', 'call', 'run', 'fast', 'good', 'remember', 'quickly', 'finish', 'leave', '\n\n', 'day', 'kidan', 'race', 'friend', 'time', 'overtake', 'slow', 'run', 'instead', 'finish', 'face', 'shine', 'brighter', 'ethiopian', 'sun', '\n\n', 'day', 'forward', 'kidan', 'understand', 'moral', 'abba', 'word', 'win', 'share', 'triumph', 'little', 'remember', 'victory', 'sweet', 'share', 'close', 'eye', 'dream', 'run', 'swiftly', 'gently', 'like', 'true', 'ethiopian', 'hero', 'goodnight']"
ollama-mistral-nemo_Father_SouthAfrica_male,ollama-mistral-nemo,mistral,12B,male,South Africa,Father,200,"['time', 'heart', 'south', 'africa', 'savannah', 'live', 'young', 'impala', 'name', 'kabelo', 'kabelo', 'unique', 'curious', 'spot', 'coat', 'look', 'like', 'map', 'africa', 'mother', 'tell', 'sign', 'day', 'explore', 'vast', 'homeland', '\n\n', 'day', 'kabelo', 'decide', 'embark', 'adventure', 'jump', 'antheap', 'dart', 'acacia', 'tree', 'soon', 'find', 'lose', 'tall', 'grass', 'panic', 'freeze', 'hear', 'soft', 'rustling', 'pop', 'old', 'tortoise', 'name', 'temba', '\n\n', 'cry', 'little', 'ask', 'temba', 'gently', '\n\n', 'kabelo', 'confess', 'fear', 'temba', 'chuckle', 'remember', 'lose', 'truly', 'look', 'kabelo', 'grass', 'whisper', 'story', 'walk', 'guide', 'listen', '\n\n', 'touch', 'temba', 'wisdom', 'kabelo', 'follow', 'new', 'friend', 'advice', 'listen', 'slowly', 'savannah', 'whisper', 'direction', 'herd', 'day', 'forward', 'kabelo', 'remember', 'path', 'trod', 'make', 'mental', 'map', 'like', 'spot', 'coat', '\n\n', 'moral', 'fear', 'lose', 'surrounding', 'speak', 'guide', 'home', 'listen', 'carefully']"
ollama-mistral-nemo_Father_Ghana_female,ollama-mistral-nemo,mistral,12B,female,Ghana,Father,185,"['ghana', 'lush', 'forest', 'live', 'clever', 'girl', 'name', 'akosua', 'love', 'learn', 'wise', 'grandmother', 'know', 'story', 'ancestor', 'spirit', 'world', '\n\n', 'day', 'akosua', 'find', 'tiny', 'hummingbird', 'drinking', 'water', 'large', 'tree', 'reflection', 'rainwater', 'small', 'difference', 'say', 'laugh', 'hummingbird', 'reply', 'drink', '\n\n', 'fire', 'sweep', 'village', 'watch', 'helplessly', 'akosua', 'remember', 'hummingbird', 'grab', 'bucket', 'rush', 'river', 'forth', 'go', 'dump', 'water', 'flame', '\n\n', 'villager', 'star', 'disbelief', 'akosua', 'think', 'difference', 'drop', 'remember', 'hummingbird', 'word', 'drink', '\n\n', 'tired', 'determine', 'akosua', 'continue', 'father', 'approach', 'daughter', 'say', 'effort', 'difference', 'fire', '\n\n', 'day', 'forward', 'akosua', 'understand', 'small', 'action', 'big', 'impact', '\n\n', 'remember', 'dear', 'child', 'act', 'kindness', 'effort', 'help', 'matter', 'small', 'difference']"
