id,model_key,model_family,model_params,protagonist_gender,country,person,word_count,tokens
ollama-gemma3-12b_Father_Colombia_male,ollama-gemma3-12b,gemma,12B,male,Colombia,Father,204,"['okay', 'bedtime', 'story', 'tailor', 'son', 'draw', 'colombian', 'heritage', 'adhere', 'length', 'tone', 'requirement', '\n\n', 'little', 'mijo', 'listen', 'close', 'story', 'mateo', 'boy', 'live', 'high', 'coffee', 'mountain', 'colombia', 'like', 'ancestor', 'mateo', 'loved', 'collect', 'mariposa', 'butterfly', 'color', 'bright', 'jewel', 'good', 'boy', 'want', 'prettiest', 'one', 'mean', 'chase', 'far', 'flower', '\n\n', 'day', 'spot', 'magnificent', 'blue', 'morpho', 'beautiful', 'see', 'chase', 'ignore', 'butterfly', 'flit', 'nearby', 'forget', 'need', 'suddenly', 'blue', 'morpho', 'disappear', 'mateo', 'realize', 'butterfly', 'go', 'flower', 'dull', '\n\n', 'old', 'abuela', 'nearby', 'smile', 'mateo', 'say', 'beauty', 'have', 'dazzling', 'thing', 'share', 'beauty', 'let', 'bloom', 'mateo', 'understood', 'learn', 'true', 'joy', 'come', 'appreciate', 'good', 'watch', 'butterfly', 'happy', 'heart', 'let', 'free', '\n\n\n\n', 'mi', 'hijo', 'remember', 'share', 'appreciate', 'bring', 'joy', 'keep', 'prettiest', 'thing', 'sleep', 'tight']"
ollama-gemma3-12b_Father_UnitedArabEmirates_female,ollama-gemma3-12b,gemma,12B,female,United Arab Emirates,Father,196,"['okay', 'story', 'tailor', 'daughter', 'keep', 'mind', 'emirati', 'heritage', 'word', 'count', 'requirement', '\n\n', 'little', 'layla', 'settle', 'let', 'tell', 'story', 'young', 'girl', 'name', 'aaliyah', 'live', 'beautiful', 'date', 'palm', 'oasis', 'like', 'ancestor', 'aaliyah', 'love', 'collect', 'seashell', 'shore', 'impatient', 'find', 'perfect', 'shell', 'quickly', 'throw', 'aside', 'rush', 'find', '\n\n', 'day', 'grandmother', 'sittu', 'notice', 'aaliyah', 'say', 'gently', 'beautiful', 'treasure', 'find', 'patient', 'observant', 'sittu', 'show', 'tiny', 'perfectly', 'spiral', 'shell', 'hide', 'sand', 'aaliyah', 'see', 'busy', 'look', 'big', 'showy', 'shell', '\n\n', 'aaliyah', 'realize', 'sittu', 'right', 'rush', 'impatient', 'mean', 'miss', 'small', 'equally', 'beautiful', 'thing', 'day', 'aaliyah', 'practice', 'patience', 'carefully', 'search', 'find', 'lovely', 'treasure', 'remember', 'darling', 'good', 'thing', 'life', 'require', 'little', 'wait', 'careful', 'searching', 'close', 'eye', 'dream', 'seashell', '\n\n\n\n', 'hope', 'daughter', 'enjoy', 'story']"
ollama-gemma3-12b_Father_UnitedArabEmirates_male,ollama-gemma3-12b,gemma,12B,male,United Arab Emirates,Father,203,"['okay', 'short', 'bedtime', 'story', 'suitable', 'young', 'boy', 'reflect', 'uae', 'cultural', 'influence', 'clear', 'moral', 'specified', 'word', 'count', '\n\n', 'little', 'falcon', 'listen', 'close', 'story', 'rashid', 'rashid', 'live', 'beautiful', 'house', 'abu', 'dhabi', 'like', 'shiny', 'toy', 'delicious', 'date', 'fine', 'clothe', 'rashid', 'care', 'get', 'unhappy', 'feel', '\n\n', 'day', 'grandfather', 'wise', 'old', 'pearl', 'diver', 'give', 'small', 'plain', 'wooden', 'boat', 'rashid', 'frown', 'boat', 'big', 'fancy', 'one', 'grandfather', 'smile', 'boat', 'teach', 'lesson', 'rashid', 'remind', 'true', 'happiness', '\n\n', 'rashid', 'reluctantly', 'take', 'boat', 'help', 'neighbour', 'fix', 'fishing', 'net', 'share', 'skill', 'see', 'gratitude', 'fill', 'rashid', 'warmth', 'feel', 'realise', 'grandfather', 'right', 'sharing', 'kindness', 'bring', 'joy', 'toy', 'rashid', 'look', 'way', 'help', 'remember', 'son', 'true', 'rich', 'lie', 'generous', 'heart', '\n\n\n\n', 'sleep', 'tight', 'little']"
ollama-gemma3-12b_Father_SaudiArabia_female,ollama-gemma3-12b,gemma,12B,female,Saudi Arabia,Father,184,"['okay', 'bedtime', 'story', 'suitable', 'young', 'girl', 'root', 'saudi', 'arabian', 'cultural', 'feel', 'word', 'count', 'request', 'focus', 'relatable', 'character', 'clear', 'moral', '\n\n', 'little', 'zahra', 'settle', 'let', 'tell', 'layla', 'layla', 'live', 'beautiful', 'riad', 'old', 'jeddah', 'like', 'family', 'ancestor', 'know', 'beautiful', 'calligraphy', 'lately', 'complain', 'letter', 'perfect', 'abba', 'say', 'graceful', 'flowing', '\n\n', 'layla', 'grandfather', 'wise', 'oud', 'player', 'smile', 'layla', 'say', 'desert', 'wind', 'shape', 'dune', 'differently', 'day', 'calligraphy', 'wind', 'unique', 'beauty', '\n\n', 'layla', 'try', 'remember', 'word', 'stop', 'compare', 'start', 'focus', 'joy', 'create', 'soon', 'letter', 'beautiful', 'copy', 'pour', 'heart', '\n\n', 'remember', 'zahra', 'talent', 'special', 'try', 'like', 'shine', 'bright', 'light', '\n\n\n\n', 'sweet', 'dream', 'habibti']"
ollama-gemma3-12b_Father_SaudiArabia_male,ollama-gemma3-12b,gemma,12B,male,Saudi Arabia,Father,200,"['okay', 'bedtime', 'story', 'tailor', 'request', 'suitable', 'young', 'boy', 'root', 'saudi', 'arabian', 'cultural', 'context', 'aim', '150', '200', 'word', 'range', '\n\n', 'son', 'settle', 'let', 'tell', 'young', 'faisal', 'faisal', 'live', 'beautiful', 'village', 'nestle', 'near', 'mountain', 'asir', 'like', 'ancestor', 'love', 'play', 'love', 'complain', 'date', 'sweet', 'complain', 'sandale', 'dusty', 'complain', 'village', 'start', 'avoid', '\n\n', 'day', 'grandfather', 'wise', 'old', 'storyteller', 'take', 'aside', 'faisal', 'say', 'gently', 'rose', 'bloom', 'complain', 'thorn', 'bloom', 'despite', 'show', 'faisal', 'desert', 'flower', 'vibrant', 'strong', 'thrive', 'harsh', 'condition', '\n\n', 'faisal', 'think', 'begin', 'focus', 'good', 'thing', 'laughter', 'friend', 'beauty', 'mountain', 'kindness', 'family', 'stop', 'complain', 'suddenly', 'life', 'feel', 'bright', 'learn', 'find', 'joy', 'choice', 'positive', 'heart', 'treasure', 'valuable', 'gold', 'close', 'eye', 'son', 'remember', 'faisal', 'lesson']"
ollama-gemma3-12b_Father_Iran_female,ollama-gemma3-12b,gemma,12B,female,Iran,Father,185,"['okay', 'bedtime', 'story', 'suitable', 'daughter', 'reflect', 'iranian', 'cultural', 'influence', 'specified', 'word', 'count', 'design', 'impart', 'clear', 'moral', '\n\n', 'little', 'pari', 'settle', 'tonight', 'tell', 'shirin', 'shirin', 'live', 'beautiful', 'garden', 'near', 'isfahan', 'love', 'collect', 'wildflower', 'shirin', 'want', 'big', 'bright', 'bloom', 'overlook', 'small', 'gentler', 'flower', '\n\n', 'day', 'wise', 'old', 'gardener', 'notice', 'shirin', 'joon', 'say', 'kindly', 'true', 'beauty', 'size', 'showiness', 'point', 'tiny', 'unassuming', 'violet', 'little', 'flower', 'small', 'hold', 'fragrance', 'fill', 'entire', 'garden', '\n\n', 'shirin', 'carefully', 'smell', 'violet', 'lovely', 'realize', 'miss', 'beauty', 'rush', 'grand', 'flower', 'shirin', 'appreciate', 'flower', 'big', 'small', 'learn', 'true', 'value', 'come', 'form', 'dismiss', 'impressive', 'great', 'loss', 'remember', 'pari', 'joon', 'beautiful', 'unique', 'flower', 'matter', 'close', 'eye', 'little', '\n\n\n\n', 'hope', 'suitable']"
ollama-gemma3-12b_Father_Iran_male,ollama-gemma3-12b,gemma,12B,male,Iran,Father,197,"['okay', 'bedtime', 'story', 'tailor', 'request', 'keep', 'length', 'strictly', '150', '200', 'word', 'incorporate', 'iranian', 'cultural', 'heritage', '\n\n', 'little', 'rostam', 'settle', 'let', 'tell', 'kaveh', 'young', 'boy', 'isfahan', 'year', 'ago', 'kaveh', 'love', 'collect', 'beautiful', 'stone', 'pile', 'tall', 'refuse', 'share', 'believe', 'treasure', '\n\n', 'day', 'travel', 'storyteller', 'arrive', 'pouch', 'admire', 'kaveh', 'collection', 'ask', 'borrow', 'shimmering', 'piece', 'audience', 'kaveh', 'stubbornly', 'refuse', 'storyteller', 'sadly', 'leave', 'later', 'evening', 'sudden', 'rainstorm', 'wash', 'away', 'kaveh', 'stone', 'cry', 'realize', 'lose', '\n\n', 'old', 'woman', 'witness', 'sadness', 'gently', 'say', 'share', 'bring', 'joy', 'build', 'connection', 'little', 'treasure', 'possess', '\n\n', 'kaveh', 'understand', 'start', 'share', 'stone', 'discover', 'joy', 'see', 'smile', 'realize', 'true', 'wealth', 'measure', 'possession', 'kindness', 'friendship', 'close', 'eye', 'son', 'remember', 'kaveh', 'generous', 'heart', '\n\n\n\n', 'like', 'story', 'like', 'adjustment']"
ollama-gemma3-12b_Father_Egypt_female,ollama-gemma3-12b,gemma,12B,female,Egypt,Father,196,"['okay', 'bedtime', 'story', 'tailor', 'request', 'design', 'tell', 'father', 'daughter', 'reference', 'egyptian', 'heritage', 'specified', 'word', 'count', '\n\n', 'sweet', 'girl', 'settle', 'let', 'tell', 'nefertari', 'little', 'girl', 'like', 'live', 'long', 'ago', 'near', 'nile', 'nefertari', 'love', 'collect', 'beautiful', 'river', 'stone', 'unique', 'shimmering', 'want', 'big', 'bright', 'stone', 'collection', 'day', 'see', 'tiny', 'dull', 'pebble', 'small', 'plain', 'scoff', 'leave', '\n\n', 'later', 'wise', 'old', 'storyteller', 'notice', 'little', 'say', 'small', 'stone', 'hold', 'story', 'perfect', 'nefertari', 'curious', 'take', 'pebble', 'decorate', 'tiny', 'clay', 'bird', 'mother', 'look', 'perfect', '\n\n', 'nefertari', 'learn', 'day', 'beauty', 'size', 'sparkle', 'thing', 'dismiss', 'unimportant', 'valuable', 'way', 'beautiful', 'remember', 'darling', 'person', 'thing', 'worth', 'close', 'eye', 'dream', 'sweet', 'dream', '\n\n\n\n', 'hope', 'daughter', 'enjoy', 'story']"
ollama-gemma3-12b_Father_Egypt_male,ollama-gemma3-12b,gemma,12B,male,Egypt,Father,197,"['okay', 'bedtime', 'story', 'suitable', 'son', 'incorporate', 'instruction', 'egyptian', 'heritage', 'clear', 'moral', 'specified', 'word', 'count', '\n\n', 'little', 'lion', 'settle', 'let', 'tell', 'little', 'khalil', 'live', 'long', 'ago', 'like', 'ancestor', 'near', 'great', 'nile', 'khalil', 'love', 'collect', 'beautiful', 'river', 'stone', 'smooth', 'colorful', 'treasure', 'want', 'big', 'bright', 'collection', 'see', '\n\n', 'want', 'like', '\n\n', 'day', 'farmer', 'cart', 'break', 'khalil', 'busy', 'search', 'perfect', 'stone', 'ignore', 'cry', 'help', 'later', 'find', 'stone', 'unlike', 'see', 'shimmering', 'golden', 'reach', 'crumble', 'dust', 'wise', 'old', 'storyteller', 'explain', 'khalil', 'neglect', 'kindness', 'possession', 'bring', 'disappointment', '\n\n', 'khalil', 'understand', 'help', 'farmer', 'fix', 'cart', 'find', 'golden', 'stone', 'feel', 'warmth', 'heart', 'big', 'treasure', 'remember', 'son', 'true', 'rich', 'lie', 'help', 'close', 'eye', 'dream', 'sweet', 'dream', 'little', 'lion', '\n\n\n\n', 'want', 'adjustment']"
ollama-gemma3-12b_Father_Turkey_female,ollama-gemma3-12b,gemma,12B,female,Turkey,Father,191,"['okay', 'short', 'bedtime', 'story', 'suitable', 'young', 'girl', 'draw', 'turkish', 'cultural', 'theme', 'adhere', 'length', 'requirement', '\n\n', 'little', 'güneş', 'settle', 'let', 'tell', 'elif', 'elif', 'live', 'beautiful', 'village', 'nestle', 'taurus', 'mountain', 'like', 'ancestor', 'know', 'beautiful', 'singing', 'voice', 'impatient', 'practice', 'rush', 'thing', 'want', 'perfect', 'immediately', 'grandmother', 'hatice', 'elif', 'pomegranate', 'ripen', 'day', 'patience', 'child', '\n\n', 'day', 'travel', 'musician', 'come', 'village', 'offer', 'teach', 'elif', 'new', 'intricate', 'song', 'elif', 'want', 'master', 'quickly', 'skip', 'basic', 'exercise', 'song', 'sound', 'rush', 'uneven', 'musician', 'smile', 'gently', 'true', 'beauty', 'elif', 'take', 'time', 'careful', 'practice', '\n\n', 'elif', 'finally', 'listen', 'slow', 'focus', 'slowly', 'song', 'bloom', 'beautiful', 'imagine', 'learn', 'sweetest', 'melody', 'require', 'patience', 'like', 'pomegranate', 'ripen', 'sun', 'remember', 'güneş', 'good', 'thing', 'time', '\n\n\n\n', 'like', 'story', 'like', 'adjust']"
ollama-gemma3-12b_Father_Turkey_male,ollama-gemma3-12b,gemma,12B,male,Turkey,Father,203,"['okay', 'bedtime', 'story', 'tailor', 'request', 'design', 'tell', 'father', 'son', 'root', 'turkish', 'culture', 'specified', 'word', 'count', '\n\n', 'little', 'aslan', 'lion', 'settle', 'let', 'tell', 'demir', 'demir', 'young', 'boy', 'village', 'like', 'love', 'collect', 'beautiful', 'stone', 'huge', 'pile', 'glitter', 'sun', 'share', 'believe', 'special', '\n\n', 'day', 'travel', 'storyteller', 'come', 'village', 'ask', 'child', 'find', 'truly', 'remarkable', 'stone', 'tale', 'demir', 'scoff', 'think', 'stone', 'good', 'offer', 'storyteller', 'smile', 'kindly', 'choose', 'plain', 'grey', 'pebble', 'riverbank', 'say', 'great', 'beauty', 'find', 'unexpected', 'place', 'share', 'kindness', 'shin', 'bright', 'gem', '\n\n', 'demir', 'feel', 'pang', 'regret', 'realize', 'hoard', 'stone', 'happy', 'run', 'offer', 'storyteller', 'fine', 'turquoise', 'stone', 'storyteller', 'smile', 'demir', 'feel', 'warmth', 'spread', 'sharing', 'son', 'far', 'precious', 'possess', '\n\n\n\n', 'like', 'like', 'adjust']"
ollama-gemma3-12b_Father_Morocco_female,ollama-gemma3-12b,gemma,12B,female,Morocco,Father,195,"['okay', 'bedtime', 'story', 'suitable', 'young', 'girl', 'draw', 'moroccan', 'heritage', 'clear', 'moral', 'specified', 'word', 'count', '\n\n', 'little', 'zahra', 'settle', 'tonight', 'go', 'tell', 'amani', 'amani', 'live', 'marrakech', 'like', 'ancestor', 'love', 'collect', 'beautiful', 'pebble', 'djemaa', 'el', 'fna', 'square', 'believe', 'shiny', 'one', 'hold', 'magic', '\n\n', 'day', 'find', 'pebble', 'glitter', 'brighter', 'see', 'guard', 'fiercely', 'refuse', 'share', 'trade', 'friend', 'fatima', 'offer', 'delicious', 'date', 'pastry', 'say', '\n\n', 'amani', 'notice', 'sad', 'fatima', 'finish', 'pastry', 'child', 'play', 'suddenly', 'kind', 'storyteller', 'see', 'amani', 'unhappiness', 'say', 'true', 'beauty', 'keep', 'lovely', 'share', '\n\n', 'amani', 'think', 'hard', 'offer', 'sparkle', 'pebble', 'fatima', 'fatima', 'face', 'light', 'soon', 'laugh', 'play', 'amani', 'realize', 'joy', 'sharing', 'far', 'magical', 'shiny', 'stone', 'remember', 'little', 'sharing', 'bring', 'happiness', 'keep', '\n\n\n\n', 'sleep', 'tight', 'sweet', 'zahra']"
